url,marque,id_variante,designation,descriptif,code_article,reference,sku,prix_promo_unit,prix_ref_unit,prom_qty,prom_prc
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-directa-jaune-rda-40-84g-60ml/886-4104?promocode=4&FullPageMode=true,DIRECTA AB,886-4104,CCS Prophy Paste DIRECTA - Jaune - RDA 40 84G/60ML,Jaune RDA 40/ 2 microns P&acirc;te de nettoyage/ de polissage et de brillantage pouvant s'utiliser sur les m&eacute;taux pr&eacute;cieux et non pr&eacute;cieux/ les r&eacute;sines ou apr&egrave;s un d&eacute;tartrage. Contient 0/1 % de fluor. N'&eacute;clabousse pas et ne se s&eacute;pare pas.,7311-11,886-4104,886-4104, ,23.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-directa-bleu-rda-250-96g-60ml/886-4101?promocode=1&FullPageMode=true,DIRECTA AB,886-4101,CCS Prophy Paste DIRECTA - Bleu - RDA 250 96G/60ML,Bleue RDA 250/ 125 microns P&acirc;te de nettoyage/ de polissage et de brillantage pouvant s'utiliser sur les m&eacute;taux pr&eacute;cieux et non pr&eacute;cieux/ les r&eacute;sines ou apr&egrave;s un d&eacute;tartrage. Contient 0/1 % de fluor. N'&eacute;clabousse pas et ne se s&eacute;pare pas.,7311-13,886-4101,886-4101, ,23.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/ccs-prophy-paste-directa-bleu-144pieces/890-3344?promocode=4&FullPageMode=true,DIRECTA AB,890-3344,CCS Prophy paste DIRECTA - bleu - 144pièces,L&eacute;ger go&ucirc;t menthol&eacute;. Formule homog&egrave;ne. Ne s'&eacute;vapore pas/ liqu&eacute;fie et ne se s&eacute;pare pas.,690123,890-3344,890-3344, ,108.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/prevention/pates-de-detartrage-polissage/acclean-prophy-paste-100g-henry-schein/988-4674?promocode=4&FullPageMode=true,HENRY SCHEIN INC,988-4674,ACCLEAN PROPHY PASTE 100G Henry Schein," Acclean &eacute;limine efficacement la plaque dentaire et la d&eacute;coloration. Les particules multi-contours permettent le nettoyage et
le polissage en m&ecirc;me temps. Acclean est utilis&eacute; pour le nettoyage professionnel des dents et la
prophylaxie remin&eacute;raliser/ il contient 0/2% du fluorure de sodium.     ",440D00100-HS10,988-4674,988-4674, ,13.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/revelateur-rapid-access-carestream-dental-lot-de-6-x-500ml/878-2380?promocode=0&FullPageMode=true,CARESTREAM,878-2380,Révélateur Rapid Access CARESTREAM DENTAL - Lot de 6 x 500ml,Révélateur Rapid Access CARESTREAM - 6x500ml,5010459,878-2380,878-2380, ,48.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/revelateur-dentus-f-agfa-flacon-de-1l/889-0018?promocode=8&FullPageMode=true,KULZER GMBH,889-0018,Révélateur Dentus F AGFA - Flacon de 1L,/ Permet de reconstituer 5/5 litres de solution pr&ecirc;te &agrave; l'emploi/ / Indicateur de niveau sur le flacon et codes couleurs/ / Conservation de 2 ans/ / Flacon en poly&eacute;thyl&egrave;ne enti&egrave;rement recyclable/ conseils de dilution indiqu&eacute;s sur le flacon.,65282194,889-0018,889-0018, ,27.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/revelateur-carestream-dental-lot-de-4-x-250ml/877-0357?promocode=7&FullPageMode=true,CARESTREAM,877-0357,Révélateur CARESTREAM DENTAL - Lot de 4 x 250ml,Pour d&eacute;veloppement manuel.,5060686,877-0357,877-0357, ,27.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/monobain-carestream-dental-lot-de-6-x-500ml/862-8358?promocode=8&FullPageMode=true,CARESTREAM,862-8358,Monobain CARESTREAM DENTAL - Lot de 6 x 500ml,Pour d&eacute;veloppement manuel.Pr&ecirc;t &agrave; l'emploi.,5087911,862-8358,862-8358, ,66.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/fixateur-velopex-lot-de-2-x-5l/801-8215?promocode=5&FullPageMode=true,MEDIVANCE INST.(VELOPEX),801-8215,Fixateur VELOPEX - Lot de 2 x 5L,Produits chimiques pr&ecirc;ts &agrave; l'emploi pour le d&eacute;veloppement en machine des films dentaires et panoramiques.,C/FIR2010F,801-8215,801-8215, ,61.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/fixateur-rapid-access-carestream-dental-lot-de-6-x-500ml/878-2382?promocode=2&FullPageMode=true,CARESTREAM,878-2382,Fixateur Rapid Access CARESTREAM DENTAL - Lot de 6 x 500ml,Fixateur Rapid Access CARESTREAM - 6x500ml,5010491,878-2382,878-2382, ,48.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/fixateur-dentus-f-agfa-flacon-de-1l/889-0019?promocode=9&FullPageMode=true,KULZER GMBH,889-0019,Fixateur Dentus F AGFA - Flacon de 1L,/ Permet de reconstituer 5/5 litres de solution pr&ecirc;te &agrave; l'emploi/ / Indicateur de niveau sur le flacon et codes couleurs/ / Conservation de 2 ans/ / Flacon en  poly&eacute;thyl&egrave;ne enti&egrave;rement recyclable/ conseils de dilution indiqu&eacute;s sur le flacon.,65282259,889-0019,889-0019, ,27.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/fixateur-carestream-dental-lot-de-4-x-250ml/877-0356?promocode=6&FullPageMode=true,CARESTREAM,877-0356,Fixateur CARESTREAM DENTAL - Lot de 4 x 250ml,Pour d&eacute;veloppement manuel.,5060694,877-0356,877-0356, ,27.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/chimie-pour-developpeuses-henry-schein-coffret/900-2685?promocode=5&FullPageMode=true,HENRY SCHEIN,900-2685,Chimie pour développeuses HENRY SCHEIN - Coffret,Radiomat-XR produit concentr&eacute; pour d&eacute;veloppeuses automatiques (&agrave; diluer). 1/5L de concentr&eacute; + 3/5L d'eau = 5L de solution.,9002685,900-2685,900-2685, ,55.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/radio/revelateurs-fixateurs/automat-xr-c-durr-dental-kit/891-2059?promocode=9&FullPageMode=true,DÜRR DENTAL,891-2059,Automat Xr/C DURR DENTAL - Kit,Chimie pour Automat XR/C. Absence d'hydrochinone et d'ald&eacute;hydes qui sont remplac&eacute;s par de la vitamine C. Pas de r&eacute;sidus humides responsables de la forte pollution des r&eacute;servoirs et des rouleaux de transport,CXB150C9940,891-2059,891-2059, ,131.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/chemfil-rock-dentsply-kit-d-introduction/891-8411?promocode=1&FullPageMode=true,DENTSPLY,891-8411,Chemfil Rock DENTSPLY - Kit d'introduction,Verre ionom&egrave;re de restauration renforc&eacute; au zinc pour une r&eacute;sistance m&eacute;canique d&egrave;s la premi&egrave;re heure de mise en place et une long&eacute;vit&eacute; de vos restaurations en verre ionom&egrave;re. Indications : Sp&eacute;cifiquement con&ccedil;u pour des restaurations semi-permanentes de classe I et II en post&eacute;rieur. Indiqu&eacute; par ailleurs pour : restaurations de dents lact&eacute;ales/ restaurations de classe V des l&eacute;sions et cavit&eacute;s/ restaurations de classe III des cavit&eacute; et reconstitutions corono-radiculaires. R&eacute;sistance m&eacute;canique &eacute;lev&eacute;e aux fractures et &agrave; l'usure / Capacit&eacute; de g&eacute;n&eacute;rer une interface propre/ d'o&ugrave; une &eacute;tanch&eacute;it&eacute; imm&eacute;diate / Adh&egrave;re chimiquement &agrave; l'&eacute;mail et &agrave; la dentine / Relargue des ions fluor en continu / Consistance non-collante et sculptable / Mise en place en volume et autopolym&eacute;risation.,60606590,891-8411,891-8411, ,211.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/chemfil-rock-dentsply-blanc-boite-de-50/891-8416?promocode=6&FullPageMode=true,DENTSPLY,891-8416,Chemfil Rock DENTSPLY - Blanc - Boîte de 50,Verre ionom&egrave;re de restauration renforc&eacute; au zinc pour une r&eacute;sistance m&eacute;canique d&egrave;s la premi&egrave;re heure de mise en place et une long&eacute;vit&eacute; de vos restaurations en verre ionom&egrave;re. Indications : Sp&eacute;cifiquement con&ccedil;u pour des restaurations semi-permanentes de classe I et II en post&eacute;rieur. Indiqu&eacute; par ailleurs pour : restaurations de dents lact&eacute;ales/ restaurations de classe V des l&eacute;sions et cavit&eacute;s/ restaurations de classe III des cavit&eacute; et reconstitutions corono-radiculaires. R&eacute;sistance m&eacute;canique &eacute;lev&eacute;e aux fractures et &agrave; l'usure / Capacit&eacute; de g&eacute;n&eacute;rer une interface propre/ d'o&ugrave; une &eacute;tanch&eacute;it&eacute; imm&eacute;diate / Adh&egrave;re chimiquement &agrave; l'&eacute;mail et &agrave; la dentine / Relargue des ions fluor en continu / Consistance non-collante et sculptable / Mise en place en volume et autopolym&eacute;risation.,60606595,891-8416,891-8416, ,173.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/chemfil-rock-dentsply-a3-boite-de-50/891-8414?promocode=4&FullPageMode=true,DENTSPLY,891-8414,Chemfil Rock DENTSPLY - A3 - Boîte de 50,Verre ionom&egrave;re de restauration renforc&eacute; au zinc pour une r&eacute;sistance m&eacute;canique d&egrave;s la premi&egrave;re heure de mise en place et une long&eacute;vit&eacute; de vos restaurations en verre ionom&egrave;re. Indications : Sp&eacute;cifiquement con&ccedil;u pour des restaurations semi-permanentes de classe I et II en post&eacute;rieur. Indiqu&eacute; par ailleurs pour : restaurations de dents lact&eacute;ales/ restaurations de classe V des l&eacute;sions et cavit&eacute;s/ restaurations de classe III des cavit&eacute; et reconstitutions corono-radiculaires. R&eacute;sistance m&eacute;canique &eacute;lev&eacute;e aux fractures et &agrave; l'usure / Capacit&eacute; de g&eacute;n&eacute;rer une interface propre/ d'o&ugrave; une &eacute;tanch&eacute;it&eacute; imm&eacute;diate / Adh&egrave;re chimiquement &agrave; l'&eacute;mail et &agrave; la dentine / Relargue des ions fluor en continu / Consistance non-collante et sculptable / Mise en place en volume et autopolym&eacute;risation.,60606593,891-8414,891-8414, ,173.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/chemfil-rock-dentsply-a2-boite-de-50/891-8413?promocode=3&FullPageMode=true,DENTSPLY,891-8413,Chemfil Rock DENTSPLY - A2 - Boîte de 50,Verre ionom&egrave;re de restauration renforc&eacute; au zinc pour une r&eacute;sistance m&eacute;canique d&egrave;s la premi&egrave;re heure de mise en place et une long&eacute;vit&eacute; de vos restaurations en verre ionom&egrave;re. Indications : Sp&eacute;cifiquement con&ccedil;u pour des restaurations semi-permanentes de classe I et II en post&eacute;rieur. Indiqu&eacute; par ailleurs pour : restaurations de dents lact&eacute;ales/ restaurations de classe V des l&eacute;sions et cavit&eacute;s/ restaurations de classe III des cavit&eacute; et reconstitutions corono-radiculaires. R&eacute;sistance m&eacute;canique &eacute;lev&eacute;e aux fractures et &agrave; l'usure / Capacit&eacute; de g&eacute;n&eacute;rer une interface propre/ d'o&ugrave; une &eacute;tanch&eacute;it&eacute; imm&eacute;diate / Adh&egrave;re chimiquement &agrave; l'&eacute;mail et &agrave; la dentine / Relargue des ions fluor en continu / Consistance non-collante et sculptable / Mise en place en volume et autopolym&eacute;risation.,60606592,891-8413,891-8413, ,173.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/chemfil-rock-dentsply-a1-boite-de-50/891-8412?promocode=2&FullPageMode=true,DENTSPLY,891-8412,Chemfil Rock DENTSPLY - A1 - Boîte de 50,Verre ionom&egrave;re de restauration renforc&eacute; au zinc pour une r&eacute;sistance m&eacute;canique d&egrave;s la premi&egrave;re heure de mise en place et une long&eacute;vit&eacute; de vos restaurations en verre ionom&egrave;re. Indications : Sp&eacute;cifiquement con&ccedil;u pour des restaurations semi-permanentes de classe I et II en post&eacute;rieur. Indiqu&eacute; par ailleurs pour : restaurations de dents lact&eacute;ales/ restaurations de classe V des l&eacute;sions et cavit&eacute;s/ restaurations de classe III des cavit&eacute; et reconstitutions corono-radiculaires. R&eacute;sistance m&eacute;canique &eacute;lev&eacute;e aux fractures et &agrave; l'usure / Capacit&eacute; de g&eacute;n&eacute;rer une interface propre/ d'o&ugrave; une &eacute;tanch&eacute;it&eacute; imm&eacute;diate / Adh&egrave;re chimiquement &agrave; l'&eacute;mail et &agrave; la dentine / Relargue des ions fluor en continu / Consistance non-collante et sculptable / Mise en place en volume et autopolym&eacute;risation.,60606591,891-8412,891-8412, ,173.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/cention-primer-ivoclar-vivadent/956-2726?promocode=6&FullPageMode=true,IVOCLAR-VIVADENT GROUP,956-2726,Cention Primer Ivoclar Vivadent, Composition du Cention Primer : 1 primer 6g + 50 pinceaux     Cention Forte est un mat&eacute;riau d'obturation bioactif poudre-liquide/ indiqu&eacute; pour les restaurations de classes m&eacute;dicales I/ II et V.  Il est utilis&eacute; avec Cention Primer/ sp&eacute;cialement d&eacute;velopp&eacute; pour cette utilisation en duo. Ensemble/ ils forment un syst&egrave;me ferm&eacute; optimal de produits coordonn&eacute;es.  Cention Forte est un mat&eacute;riau auto polym&eacute;risant avec option photo/ Cention Primer est un primer auto mordan&ccedil;ant et auto polym&eacute;risant &agrave; appliquer sur la structure de la dent. Ensemble ils offrent une solution &eacute;conomique de traitement minimalement invasif pour 100% des obturations et peuvent &ecirc;tre appliqu&eacute;s rapidement. ,740833,956-2726,956-2726, ,78.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/cention-forte-refill-ivoclar-vivadent/956-2724?promocode=4&FullPageMode=true,IVOCLAR-VIVADENT GROUP,956-2724,Cention Forte Refill Ivoclar Vivadent, Composition du Cention Forte Refill: 50 capsules 0.3g (teinte A2).&amp;nbsp;     Cention Forte est un mat&eacute;riau d'obturation bioactif poudre-liquide/ indiqu&eacute; pour les restaurations de classes m&eacute;dicales I/ II et V.  Il est utilis&eacute; avec Cention Primer/ sp&eacute;cialement d&eacute;velopp&eacute; pour cette utilisation en duo. Ensemble/ ils forment un syst&egrave;me ferm&eacute; optimal de produits coordonn&eacute;es.  Cention Forte est un mat&eacute;riau auto polym&eacute;risant avec option photo/ Cention Primer est un primer auto mordan&ccedil;ant et auto polym&eacute;risant &agrave; appliquer sur la structure de la dent. Ensemble ils offrent une solution &eacute;conomique de traitement minimalement invasif pour 100% des obturations et peuvent &ecirc;tre appliqu&eacute;s rapidement. ,740829,956-2724,956-2724, ,145, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/cention-forte-jumbo-refill-ivoclar-vivadent/956-2725?promocode=5&FullPageMode=true,IVOCLAR-VIVADENT GROUP,956-2725,Cention Forte Jumbo Refill Ivoclar Vivadent, Composition du Cention Forte Jumbo Refill : 100 capsules 0.3g (teinte A2).&amp;nbsp;     Cention Forte est un mat&eacute;riau d'obturation bioactif poudre-liquide/ indiqu&eacute; pour les restaurations de classes m&eacute;dicales I/ II et V.  Il est utilis&eacute; avec Cention Primer/ sp&eacute;cialement d&eacute;velopp&eacute; pour cette utilisation en duo. Ensemble/ ils forment un syst&egrave;me ferm&eacute; optimal de produits coordonn&eacute;es.  Cention Forte est un mat&eacute;riau auto polym&eacute;risant avec option photo/ Cention Primer est un primer auto mordan&ccedil;ant et auto polym&eacute;risant &agrave; appliquer sur la structure de la dent. Ensemble ils offrent une solution &eacute;conomique de traitement minimalement invasif pour 100% des obturations et peuvent &ecirc;tre appliqu&eacute;s rapidement. ,740830,956-2725,956-2725, ,240, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-vb1-1-seringue-20-embouts/890-4565?promocode=5&FullPageMode=true,PULPDENT CORPORATION,890-4565,Activa Bio Active PULPDENT - VB1 - 1 seringue + 20 embouts,Mat&eacute;riaux de fond de cavit&eacute; bioactif qui combine les propri&eacute;t&eacute;s d'absortion de chocs/ de la force et de la durabilit&eacute;. premier mat&eacute;riau de fond de cavit&eacute; bioactif qui combine des propri&eacute;t&eacute;s d'absorption de chocs/ de la force et de la durabilit&eacute;. La liaison et l'int&eacute;gration chimique &agrave; la dent supprimeront toute microfuite bact&eacute;rienne avec une grande facilit&eacute; d'application. Il adh&egrave;re chimiquement &agrave; la dentine/ pour devenir partie int&eacute;grante de la dent. Il est &eacute;galement plus dur qu'un composite Flow et lib&egrave;re plus de fluor qu'un verre ionom&egrave;re tout en fortifiant les dents.,VB1,890-4565,890-4565, ,186.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-a3-5-2-seringues-40-embouts/890-5294?promocode=4&FullPageMode=true,PULPDENT CORPORATION,890-5294,Activa Bio Active PULPDENT - A3/5 - 2 seringues + 40 embouts,ACTIVA BIO ACTIVE 2 SERINGUES +40EMB A3.5 PULPDENT,VR2A3.5,890-5294,890-5294, ,226.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-a3-5-1-seringue-20-embouts/890-5291?promocode=1&FullPageMode=true,PULPDENT CORPORATION,890-5291,Activa Bio Active PULPDENT - A3/5 - 1 seringue + 20 embouts,ACTIVA BIO ACTIVE SERINGUES + 20 EMB A3.5 PULPDENT,VR1A3.5,890-5291,890-5291, ,127.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-a3-2-seringues-40-embouts/890-5293?promocode=3&FullPageMode=true,PULPDENT CORPORATION,890-5293,Activa Bio Active PULPDENT - A3 - 2 seringues + 40 embouts,ACTIVA BIO ACTIVE 2 SERINGUES +40EMB A3 PULPDENT,VR2A3,890-5293,890-5293, ,226.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-a3-1-seringue-20-embouts/951-4680?promocode=0&FullPageMode=true,PULPDENT CORPORATION,951-4680,Activa Bio Active PULPDENT - A3 - 1 seringue + 20 embouts,ACTIVA BIO ACTIVE SERINGUES + 20 EMB A3 PULPDENT,VR1A3,951-4680,951-4680, ,127.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-a2-2-seringues-40-embouts/890-5292?promocode=2&FullPageMode=true,PULPDENT CORPORATION,890-5292,Activa Bio Active PULPDENT - A2 - 2 seringues + 40 embouts,ACTIVA BIO ACTIVE 2 SERINGUES +40EMB A2 PULPDENT,VR2A2,890-5292,890-5292, ,226.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-a2-1-seringue-20-embouts/890-5290?promocode=0&FullPageMode=true,PULPDENT CORPORATION,890-5290,Activa Bio Active PULPDENT - A2 - 1 seringue + 20 embouts,ACTIVA BIO ACTIVE SERINGUES + 20 EMB A2 PULPDENT,VR1A2,890-5290,890-5290, ,127.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/activa-bio-active-pulpdent-a1-2-seringues-40-embouts/951-5116?promocode=6&FullPageMode=true,PULPDENT CORPORATION,951-5116,Activa Bio Active PULPDENT - A1 - 2 seringues + 40 embouts,ACTIVA BIO ACTIVE 2 SERINGUES +40EMB A1 PULPDENT,VR2A1,951-5116,951-5116, ,226.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/restauration/verres-ionomeres/accessoire-applicap-applicateur-aplicap/863-5577?promocode=7&FullPageMode=true,3M,863-5577,Accessoire Applicap - Applicateur Aplicap,Mat&eacute;riau de reconstitution sp&eacute;cial &agrave; base de verre ionom&egrave;re charg&eacute; en argent. Indications : Pour les reconstitutions de moignons / Obturations de fissures et restaurations ne touchant pas la face occlusale. La finition &agrave; la fraise s'effectue 5 mn apr&egrave;s la mise en place du produit.,73050,863-5577,863-5577, ,119.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/ensemble-carafe-avec-6-gobelets-26cl-degrenne/989-0864?promocode=4&FullPageMode=true,AMENAGEMENT,989-0864,ENSEMBLE CARAFE AVEC 6 GOBELETS 26CL DEGRENNE,ENSEMBLE CARAFE AVEC 6 GOBELETS 26CL DEGRENNE,20001675,989-0864,989-0864, ,62.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/ensemble-allegro-6-gobelets-bas-29cl-gris-degrenne/989-0625?promocode=5&FullPageMode=true,AMENAGEMENT,989-0625,ENSEMBLE ALLEGRO 6 GOBELETS BAS 29CL GRIS DEGRENNE, En verre/ souffl&eacute; bouche/ adapt&eacute; au lave-vaisselle.    ,17000623,989-0625,989-0625, ,55.44, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/coffret-tasses-expresso-newport-guy-degrenne/889-8662?promocode=2&FullPageMode=true,AMENAGEMENT,889-8662,Coffret Tasses Expresso Newport Guy Degrenne,Coffret pour expresso comprenant 4 tasses et 4 sous-tasses.Matière : porcelaine.Couleur : blanc.,14005755,889-8662,889-8662, ,92, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/coffret-6-couteaux-steak-de-table-guy-degrenne/889-8585?promocode=5&FullPageMode=true,AMENAGEMENT,889-8585,Coffret 6 Couteaux Steak De Table Guy Degrenne,Qualité :Acier massif inoxydable 18-10/ aspect ciselé/ adapté au lave-vaisselle.,13003067,889-8585,889-8585, ,73.2, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/coffret-4-cuilleres-a-cafe-republique-francaise/989-1112?promocode=2&FullPageMode=true,AMENAGEMENT,989-1112,Coffret 4 cuillères à café République Française,  &amp;nbsp;Les 4 cuill&egrave;res &agrave; caf&eacute; accompagnent avec &eacute;l&eacute;gance les instants de convivialit&eacute;.   Acier inoxydable 18/10/ finition miroir/ compatible lave-vaisselle  Longueur : 14.1 cm.&amp;nbsp;  ,21000085,989-1112,989-1112, ,41.48, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/coffret-4-assiettes-a-dessert-22cm-republique-francaise/989-1113?promocode=3&FullPageMode=true,AMENAGEMENT,989-1113,Coffret 4 assiettes à dessert 22cm République Française, &amp;nbsp;Les 4 assiettes &agrave; dessert en porcelaine de Limoges soulignent d&rsquo;un d&eacute;licat liser&eacute; &laquo; bleu-blanc-rouge &raquo;/ telle une couronne/ les desserts et merveilles de la p&acirc;tisserie fran&ccedil;aise. Du Paris-Brest au Saint-Honor&eacute;/ la gourmandise s&rsquo;invite au Palais. Porcelaine de Limoges - Compatible lave-vaisselle.&amp;nbsp; ,21000086,989-1113,989-1113, ,83.95, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/coffret-24-pieces-fuse-color-vert-guy-degrenne/989-1116?promocode=6&FullPageMode=true,AMENAGEMENT,989-1116,Coffret 24 pièces fuse color Vert/ Guy Degrenne,  6 x couteaux- 6 fourchettes- 6 cuillers table- 6 cuillers &agrave; caf&eacute;- Acier inoxydable/ couteau lame scie   Garanti lave-vaisselle.&amp;nbsp;  ,21000090,989-1116,989-1116, ,220, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/coffret-24-pieces-fuse-color-gris-guy-degrenne/989-1115?promocode=5&FullPageMode=true,AMENAGEMENT,989-1115,Coffret 24 pièces fuse color Gris/ Guy Degrenne,  - 6 x couteaux- 6 fourchettes- 6 cuillers table- 6 cuillers &agrave; caf&eacute;- Acier inoxydable/ couteau lame scie         Garanti lave-vaisselle.&amp;nbsp;  ,21000089,989-1115,989-1115, ,220, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/coffret-24-pieces-fuse-color-bleu-guy-degrenne/989-1114?promocode=4&FullPageMode=true,AMENAGEMENT,989-1114,Coffret 24 pièces fuse color Bleu/ Guy Degrenne,  6 x couteaux- 6 fourchettes- 6 cuillers table- 6 cuillers &agrave; caf&eacute;- Acier inoxydable/ couteau lame scie   Garanti lave-vaisselle.&amp;nbsp;  ,21000088,989-1114,989-1114, ,220, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/cafetiere-vertuo-next-gris-clair-krups/989-0926?promocode=6&FullPageMode=true,AMENAGEMENT,989-0926,Cafetière Vertuo next gris clair/ KRUPS, Vertuo Next vient compl&eacute;ter la gamme des machines Vertuo. Vertuo Next/ c'est la technologie Vertuo et toutes ses qualit&eacute;s repens&eacute;es pour vous avec 3 finitions de machines diff&eacute;rentes et plusieurs coloris pour satisfaire toutes vos envies.Puissance : 1500 WType de caf&eacute;   Thermoblock : Garantie une temp&eacute;rature parfaite et toujours constante &agrave; votre expresso lors de l'infusion.Nombres de tasses : 1 tasseMati&egrave;re : PlastiqueCapsules recyclables : OuiBase antid&eacute;rapante : OuiTactile : Non   ,20001133,989-0926,989-0926, ,150.22, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/cafetiere-filtre-subito-programmable-moulinex/989-0711?promocode=1&FullPageMode=true,AMENAGEMENT,989-0711,CAFETIERE FILTRE SUBITO PROGRAMMABLE MOULINEX,CAFETIERE FILTRE SUBITO PROGRAMMABLE MOULINEX,20001033,989-0711,989-0711, ,44.23, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/cafetiere-expresso-broyeur-a-grains-evidence-one/989-0843?promocode=3&FullPageMode=true,AMENAGEMENT,989-0843,CAFETIERE EXPRESSO BROYEUR A GRAINS EVIDENCE ONE,CAFETIERE EXPRESSO BROYEUR A GRAINS EVIDENCE ONE,20001600,989-0843,989-0843, ,800.23, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/bouteille-isotherme-500-ml-noire-mat-le-creuset/989-1227?promocode=7&FullPageMode=true,AMENAGEMENT,989-1227,Bouteille isotherme 500 mL noire mat Le Creuset, &amp;nbsp;Capacit&eacute; : 500 mL. Dimensions : diam&egrave;tre 7.1 x H 26 cm. Disponible en diff&eacute;rents coloris.&amp;nbsp;&amp;nbsp; ,21000937,989-1227,989-1227, ,32.43, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/bouteille-isotherme-500-ml-deep-teal-le-creuset/989-1229?promocode=9&FullPageMode=true,AMENAGEMENT,989-1229,Bouteille isotherme 500 mL deep teal/ Le Creuset, Capacit&eacute; : 500 mL. Dimensions : diam&egrave;tre 7.1 x H 26 cm. Disponible en diff&eacute;rents coloris.&amp;nbsp;&amp;nbsp; ,21000939,989-1229,989-1229, ,32.43, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/bouteille-isotherme-500-ml-cerise-le-creuset/989-1228?promocode=8&FullPageMode=true,AMENAGEMENT,989-1228,Bouteille isotherme 500 mL cerise Le Creuset,&amp;nbsp;Capacit&eacute; : 500 mL. Dimensions : diam&egrave;tre 7.1 x H 26 cm. Disponible en diff&eacute;rents coloris.&amp;nbsp;&amp;nbsp;,21000938,989-1228,989-1228, ,32.43, , 
